COMPONENT	NUMBER OF GENES	BETA	BETA_STD	SE	P	BONFERONNI	DATASET	DISEASE_NAME
339	12	-0.0747	-0.00192	0.24	0.62228	0	CG	UKBB.CAD
341	11	0.129	0.00318	0.226	0.2837	0	CG	UKBB.CAD
342	25	0.154	0.0057	0.178	0.19288	0	CG	UKBB.CAD
359	9	-0.12	-0.00266	0.306	0.6519	0	CG	UKBB.CAD
368	13	0.0478	0.00128	0.266	0.42858	0	CG	UKBB.CAD
369	12	0.417	0.0107	0.24	0.040884	0	CG	UKBB.CAD
370	10	-0.331	-0.00776	0.227	0.92742	0	CG	UKBB.CAD
378	7	-0.0664	-0.0013	0.342	0.57707	0	CG	UKBB.CAD
380	31	0.123	0.00509	0.155	0.21379	0	CG	UKBB.CAD
381	19	0.242	0.00782	0.207	0.12076	0	CG	UKBB.CAD
383	15	-0.351	-0.0101	0.217	0.94738	0	CG	UKBB.CAD
387	14	0.278	0.0077	0.244	0.12761	0	CG	UKBB.CAD
389	15	-0.196	-0.00564	0.223	0.81094	0	CG	UKBB.CAD
390	23	0.0344	0.00122	0.178	0.42353	0	CG	UKBB.CAD
397	14	-0.129	-0.00357	0.24	0.70462	0	CG	UKBB.CAD
402	20	0.105	0.00348	0.227	0.32226	0	CG	UKBB.CAD
405	23	0.239	0.00849	0.19	0.1039	0	CG	UKBB.CAD
417	4	-0.289	-0.00429	0.438	0.7455	0	CG	UKBB.CAD
419	29	0.238	0.0095	0.162	0.070916	0	CG	UKBB.CAD
420	10	-0.532	-0.0125	0.275	0.97376	0	CG	UKBB.CAD
421	9	-0.747	-0.0166	0.276	0.99659	0	CG	UKBB.CAD
423	22	0.242	0.00841	0.18	0.089472	0	CG	UKBB.CAD
424	16	0.11	0.00327	0.206	0.29603	0	CG	UKBB.CAD
431	6	-0.42	-0.00763	0.323	0.90336	0	CG	UKBB.CAD
451	17	-0.281	-0.00858	0.217	0.90223	0	CG	UKBB.CAD
454	26	0.378	0.0143	0.18	0.017998	0	CG	UKBB.CAD
470	4	-1.03	-0.0153	0.605	0.95645	0	CG	UKBB.CAD
477	20	0.0172	0.000569	0.195	0.46495	0	CG	UKBB.CAD
482	11	-0.396	-0.00973	0.275	0.92512	0	CG	UKBB.CAD
486	14	-0.349	-0.00966	0.242	0.92485	0	CG	UKBB.CAD
491	18	-0.32	-0.0101	0.201	0.94456	0	CG	UKBB.CAD
493	19	0.00319	0.000103	0.208	0.4939	0	CG	UKBB.CAD
28	15	0.0875	0.00251	0.222	0.34705	0	FF	UKBB.CAD
34	17	-0.00291	-8.88e-05	0.209	0.50555	0	FF	UKBB.CAD
50	10	0.226	0.0053	0.235	0.16778	0	FF	UKBB.CAD
52	15	0.498	0.0143	0.245	0.02128	0	FF	UKBB.CAD
61	31	-0.174	-0.00717	0.162	0.85864	0	FF	UKBB.CAD
70	14	0.0797	0.00221	0.268	0.38294	0	FF	UKBB.CAD
73	10	-0.229	-0.00537	0.254	0.81625	0	FF	UKBB.CAD
82	11	0.302	0.00742	0.263	0.12572	0	FF	UKBB.CAD
84	3	-0.374	-0.0048	0.589	0.7374	0	FF	UKBB.CAD
90	6	-0.858	-0.0156	0.37	0.9899	0	FF	UKBB.CAD
91	27	-0.162	-0.00625	0.166	0.83616	0	FF	UKBB.CAD
93	26	-0.152	-0.00573	0.159	0.83031	0	FF	UKBB.CAD
96	21	0.208	0.00707	0.182	0.12628	0	FF	UKBB.CAD
105	2	0.204	0.00214	0.757	0.39384	0	FF	UKBB.CAD
121	9	-0.268	-0.00596	0.291	0.82169	0	FF	UKBB.CAD
140	9	-0.132	-0.00294	0.247	0.70359	0	FF	UKBB.CAD
148	11	-0.0223	-0.000549	0.231	0.53844	0	FF	UKBB.CAD
152	21	-0.204	-0.00693	0.196	0.8506	0	FF	UKBB.CAD
170	5	0.075	0.00124	0.409	0.42722	0	FF	UKBB.CAD
174	18	-0.0123	-0.000385	0.189	0.52587	0	FF	UKBB.CAD
180	13	-0.656	-0.0175	0.222	0.99845	0	FF	UKBB.CAD
201	28	-0.0614	-0.00241	0.193	0.62488	0	FF	UKBB.CAD
202	30	-0.0127	-0.000514	0.165	0.53054	0	FF	UKBB.CAD
206	3	-1	-0.0129	0.615	0.94854	0	FF	UKBB.CAD
215	32	0.153	0.00641	0.152	0.15704	0	FF	UKBB.CAD
221	14	-0.167	-0.00464	0.255	0.74457	0	FF	UKBB.CAD
222	19	0.279	0.00901	0.233	0.11521	0	FF	UKBB.CAD
281	24	0.0659	0.00239	0.193	0.36622	0	FF	UKBB.CAD
306	3	-0.641	-0.00822	0.581	0.86483	0	FF	UKBB.CAD
307	34	0.241	0.0104	0.148	0.051474	0	FF	UKBB.CAD
312	15	0.299	0.00857	0.208	0.075424	0	FF	UKBB.CAD
317	37	0.199	0.00895	0.143	0.08196	0	FF	UKBB.CAD
319	25	0.104	0.00385	0.17	0.27017	0	FF	UKBB.CAD
337	13	0.0178	0.000475	0.229	0.46912	0	FF	UKBB.CAD
338	19	0.213	0.00687	0.183	0.12214	0	FF	UKBB.CAD
343	26	0.0712	0.00269	0.197	0.3587	0	FF	UKBB.CAD
347	18	-0.112	-0.00351	0.221	0.6931	0	FF	UKBB.CAD
353	30	0.0453	0.00184	0.142	0.3748	0	FF	UKBB.CAD
363	12	0.417	0.0107	0.271	0.061707	0	FF	UKBB.CAD
369	16	-0.059	-0.00175	0.211	0.61013	0	FF	UKBB.CAD
371	23	-0.065	-0.00231	0.183	0.63877	0	FF	UKBB.CAD
375	26	-0.0517	-0.00195	0.166	0.62208	0	FF	UKBB.CAD
392	19	-0.199	-0.00643	0.174	0.87345	0	FF	UKBB.CAD
403	8	0.0111	0.000233	0.312	0.4858	0	FF	UKBB.CAD
407	21	0.176	0.00598	0.17	0.14994	0	FF	UKBB.CAD
419	29	-0.229	-0.00914	0.157	0.9279	0	FF	UKBB.CAD
421	26	-0.0488	-0.00184	0.162	0.61863	0	FF	UKBB.CAD
435	14	0.0298	0.000825	0.218	0.44565	0	FF	UKBB.CAD
439	20	0.199	0.00658	0.186	0.143	0	FF	UKBB.CAD
451	23	-0.201	-0.00713	0.166	0.88645	0	FF	UKBB.CAD
468	4	-0.401	-0.00594	0.526	0.77727	0	FF	UKBB.CAD
474	7	-0.118	-0.00231	0.322	0.64301	0	FF	UKBB.CAD
476	3	-0.62	-0.00795	0.57	0.86165	0	FF	UKBB.CAD
477	30	0.0142	0.000578	0.143	0.4602	0	FF	UKBB.CAD
487	7	-0.775	-0.0152	0.388	0.97719	0	FF	UKBB.CAD
489	15	0.0456	0.00131	0.215	0.41619	0	FF	UKBB.CAD
26	41	0.0965	0.00458	0.14	0.24508	0	FF	UKBB.CAD
11	1	0.224	0.00929	0.99	0.41066	0	CG	iibdgc-trans-ancestry
23	1	-0.561	-0.0233	0.99	0.71452	0	CG	iibdgc-trans-ancestry
27	1	0.866	0.0359	0.998	0.19302	0	CG	iibdgc-trans-ancestry
30	1	0.393	0.0163	0.99	0.34571	0	CG	iibdgc-trans-ancestry
49	1	-0.0398	-0.00165	0.99	0.51601	0	CG	iibdgc-trans-ancestry
61	1	-1.29	-0.0537	0.989	0.90424	0	CG	iibdgc-trans-ancestry
74	1	-0.0622	-0.00258	0.999	0.52482	0	CG	iibdgc-trans-ancestry
113	2	-0.91	-0.0534	0.7	0.90288	0	CG	iibdgc-trans-ancestry
117	1	-1.32	-0.055	0.997	0.90775	0	CG	iibdgc-trans-ancestry
122	1	-0.0398	-0.00165	0.99	0.51601	0	CG	iibdgc-trans-ancestry
151	2	-0.703	-0.0413	0.7	0.84215	0	CG	iibdgc-trans-ancestry
207	2	-0.668	-0.0392	0.701	0.82968	0	CG	iibdgc-trans-ancestry
212	1	1.64	0.0682	0.988	0.048411	0	CG	iibdgc-trans-ancestry
213	1	-0.45	-0.0187	0.99	0.67517	0	CG	iibdgc-trans-ancestry
234	1	-0.561	-0.0233	0.99	0.71452	0	CG	iibdgc-trans-ancestry
237	1	2.33	0.0968	0.996	0.0097837	0	CG	iibdgc-trans-ancestry
239	2	-0.123	-0.00722	0.704	0.56932	0	CG	iibdgc-trans-ancestry
262	3	0.27	0.0194	0.573	0.31873	0	CG	iibdgc-trans-ancestry
272	2	-0.387	-0.0227	0.417	0.82314	0	CG	iibdgc-trans-ancestry
309	1	-0.246	-0.0102	0.99	0.59799	0	CG	iibdgc-trans-ancestry
312	1	0.685	0.0285	0.991	0.2447	0	CG	iibdgc-trans-ancestry
327	1	-0.999	-0.0415	0.989	0.84342	0	CG	iibdgc-trans-ancestry
332	2	0.639	0.0375	0.701	0.18106	0	CG	iibdgc-trans-ancestry
333	1	1.5	0.0621	0.996	0.066942	0	CG	iibdgc-trans-ancestry
342	2	0.639	0.0375	0.701	0.18106	0	CG	iibdgc-trans-ancestry
370	1	-0.0622	-0.00258	0.999	0.52482	0	CG	iibdgc-trans-ancestry
378	1	-0.924	-0.0384	0.989	0.82461	0	CG	iibdgc-trans-ancestry
389	2	-0.0815	-0.00478	0.711	0.54558	0	CG	iibdgc-trans-ancestry
390	2	0.592	0.0347	0.7	0.19902	0	CG	iibdgc-trans-ancestry
419	1	-0.0398	-0.00165	0.99	0.51601	0	CG	iibdgc-trans-ancestry
482	1	-1.29	-0.0537	0.989	0.90424	0	CG	iibdgc-trans-ancestry
486	1	0.338	0.014	0.99	0.36638	0	CG	iibdgc-trans-ancestry
28	2	0.817	0.0479	0.713	0.12612	0	FF	iibdgc-trans-ancestry
34	1	-1.96	-0.0814	0.986	0.97636	0	FF	iibdgc-trans-ancestry
52	1	0.845	0.0351	0.99	0.19697	0	FF	iibdgc-trans-ancestry
61	1	0.393	0.0163	0.99	0.34571	0	FF	iibdgc-trans-ancestry
70	1	-0.924	-0.0384	0.989	0.82461	0	FF	iibdgc-trans-ancestry
73	1	-1.83	-0.0761	0.987	0.96812	0	FF	iibdgc-trans-ancestry
93	1	-0.0398	-0.00165	0.99	0.51601	0	FF	iibdgc-trans-ancestry
96	1	-0.924	-0.0384	0.989	0.82461	0	FF	iibdgc-trans-ancestry
201	1	-0.817	-0.0339	0.99	0.79517	0	FF	iibdgc-trans-ancestry
202	1	0.223	0.00926	0.991	0.41101	0	FF	iibdgc-trans-ancestry
215	1	0.223	0.00926	0.991	0.41101	0	FF	iibdgc-trans-ancestry
221	2	-0.035	-0.00206	0.701	0.51992	0	FF	iibdgc-trans-ancestry
222	1	-1.85	-0.0767	0.997	0.96788	0	FF	iibdgc-trans-ancestry
281	2	-0.0116	-0.000683	0.701	0.50662	0	FF	iibdgc-trans-ancestry
317	1	0.685	0.0285	0.991	0.2447	0	FF	iibdgc-trans-ancestry
338	3	-0.615	-0.0442	0.573	0.8583	0	FF	iibdgc-trans-ancestry
347	1	-0.246	-0.0102	0.99	0.59799	0	FF	iibdgc-trans-ancestry
371	1	-1.83	-0.0761	0.987	0.96812	0	FF	iibdgc-trans-ancestry
392	1	-0.217	-0.009	0.99	0.5866	0	FF	iibdgc-trans-ancestry
421	1	-1.03	-0.0428	0.991	0.85058	0	FF	iibdgc-trans-ancestry
439	1	-0.999	-0.0415	0.989	0.84342	0	FF	iibdgc-trans-ancestry
474	1	-0.392	-0.0163	0.991	0.65385	0	FF	iibdgc-trans-ancestry
477	2	-0.592	-0.0347	0.7	0.80075	0	FF	iibdgc-trans-ancestry
26	3	0.242	0.0174	0.574	0.33706	0	FF	iibdgc-trans-ancestry
2	31	-0.0864	-0.00367	0.154	0.71243	0	CG	HDL
3	13	-0.362	-0.00995	0.234	0.93916	0	CG	HDL
8	12	-0.235	-0.00622	0.23	0.84661	0	CG	HDL
11	15	0.0474	0.0014	0.249	0.42443	0	CG	HDL
13	11	0.18	0.00455	0.255	0.24049	0	CG	HDL
16	10	0.455	0.011	0.28	0.051877	0	CG	HDL
19	17	-0.0503	-0.00158	0.211	0.5943	0	CG	HDL
23	22	0.164	0.00585	0.163	0.15847	0	CG	HDL
27	16	-0.0451	-0.00137	0.214	0.58328	0	CG	HDL
30	23	-0.344	-0.0126	0.182	0.97079	0	CG	HDL
38	7	0.296	0.00598	0.351	0.19893	0	CG	HDL
40	15	-0.589	-0.0174	0.23	0.9947	0	CG	HDL
42	15	0.114	0.00337	0.228	0.30851	0	CG	HDL
46	12	-0.246	-0.00651	0.256	0.83171	0	CG	HDL
49	9	-0.172	-0.00393	0.321	0.70349	0	CG	HDL
61	14	0.218	0.00621	0.293	0.22893	0	CG	HDL
74	6	-0.0401	-0.000749	0.348	0.54582	0	CG	HDL
75	18	-0.195	-0.00631	0.189	0.84859	0	CG	HDL
78	7	-0.178	-0.0036	0.346	0.69672	0	CG	HDL
87	26	-0.191	-0.00741	0.163	0.87882	0	CG	HDL
88	26	-0.0253	-0.000983	0.157	0.56418	0	CG	HDL
89	23	-0.0517	-0.00189	0.163	0.62472	0	CG	HDL
106	20	0.181	0.00618	0.22	0.20467	0	CG	HDL
108	8	0.263	0.00568	0.31	0.19812	0	CG	HDL
111	20	-0.0485	-0.00166	0.169	0.61317	0	CG	HDL
112	18	-0.0772	-0.0025	0.225	0.63397	0	CG	HDL
113	16	0.502	0.0153	0.194	0.0049034	0	CG	HDL
116	29	-0.188	-0.0077	0.158	0.88233	0	CG	HDL
117	11	0.177	0.00448	0.278	0.26225	0	CG	HDL
118	14	0.443	0.0126	0.247	0.036262	0	CG	HDL
119	8	0.104	0.00225	0.348	0.38191	0	CG	HDL
122	27	-0.121	-0.00478	0.152	0.78656	0	CG	HDL
132	12	-0.407	-0.0108	0.268	0.93566	0	CG	HDL
134	17	-0.331	-0.0104	0.214	0.93915	0	CG	HDL
147	9	-0.168	-0.00383	0.351	0.68346	0	CG	HDL
149	4	-0.0628	-0.000958	0.463	0.55393	0	CG	HDL
150	3	0.183	0.00242	0.703	0.39714	0	CG	HDL
151	11	0.0226	0.000571	0.278	0.46767	0	CG	HDL
154	29	-0.189	-0.00774	0.171	0.86557	0	CG	HDL
158	26	0.0399	0.00155	0.184	0.41429	0	CG	HDL
171	9	-0.0849	-0.00194	0.333	0.60064	0	CG	HDL
176	20	-0.206	-0.00703	0.187	0.86501	0	CG	HDL
187	22	-0.194	-0.00693	0.202	0.83188	0	CG	HDL
188	9	-0.146	-0.00334	0.319	0.67656	0	CG	HDL
189	25	0.119	0.00455	0.163	0.23135	0	CG	HDL
194	22	0.181	0.00646	0.195	0.17734	0	CG	HDL
196	9	-0.124	-0.00285	0.341	0.64217	0	CG	HDL
200	9	0.101	0.00231	0.263	0.35081	0	CG	HDL
207	20	-0.0892	-0.00304	0.186	0.68398	0	CG	HDL
209	25	0.343	0.0131	0.179	0.02753	0	CG	HDL
212	22	-0.0456	-0.00163	0.176	0.60208	0	CG	HDL
213	25	-0.0512	-0.00195	0.186	0.60863	0	CG	HDL
217	19	-0.022	-0.000732	0.197	0.54448	0	CG	HDL
228	6	-0.0195	-0.000364	0.308	0.52524	0	CG	HDL
231	18	0.114	0.00368	0.22	0.30248	0	CG	HDL
234	16	-0.124	-0.00378	0.213	0.71982	0	CG	HDL
237	16	-0.165	-0.00504	0.207	0.78743	0	CG	HDL
239	22	-0.277	-0.00991	0.197	0.92018	0	CG	HDL
240	7	-0.0146	-0.000295	0.391	0.51491	0	CG	HDL
242	14	-0.227	-0.00647	0.227	0.84065	0	CG	HDL
249	9	0.602	0.0138	0.321	0.030389	0	CG	HDL
250	22	0.0503	0.0018	0.192	0.39654	0	CG	HDL
257	18	0.103	0.00332	0.209	0.31191	0	CG	HDL
259	10	-0.379	-0.00914	0.279	0.91321	0	CG	HDL
262	8	0.118	0.00255	0.287	0.3402	0	CG	HDL
268	13	0.00613	0.000169	0.258	0.49051	0	CG	HDL
270	9	0.17	0.00389	0.248	0.24629	0	CG	HDL
271	25	-0.08	-0.00305	0.21	0.64868	0	CG	HDL
272	11	-0.326	-0.00824	0.309	0.85419	0	CG	HDL
280	27	-0.11	-0.00437	0.156	0.75966	0	CG	HDL
282	11	-0.243	-0.00614	0.238	0.84595	0	CG	HDL
302	6	0.194	0.00363	0.434	0.32744	0	CG	HDL
309	11	0.323	0.00818	0.295	0.13692	0	CG	HDL
312	19	-0.337	-0.0112	0.178	0.97111	0	CG	HDL
327	18	0.169	0.00547	0.217	0.21776	0	CG	HDL
332	16	-0.0656	-0.002	0.207	0.62441	0	CG	HDL
333	25	0.00356	0.000136	0.166	0.49142	0	CG	HDL
334	16	0.31	0.00946	0.22	0.079086	0	CG	HDL
339	12	0.0262	0.000692	0.249	0.4582	0	CG	HDL
341	11	0.0756	0.00191	0.255	0.38348	0	CG	HDL
342	24	0.113	0.00424	0.178	0.26143	0	CG	HDL
359	7	0.151	0.00304	0.331	0.32423	0	CG	HDL
368	13	0.196	0.00539	0.298	0.25546	0	CG	HDL
369	11	-0.467	-0.0118	0.264	0.96174	0	CG	HDL
370	10	0.024	0.000579	0.231	0.45858	0	CG	HDL
378	7	0.238	0.00479	0.306	0.21903	0	CG	HDL
380	31	0.0723	0.00307	0.168	0.33351	0	CG	HDL
381	19	-0.216	-0.00718	0.213	0.84437	0	CG	HDL
383	14	0.0986	0.00281	0.236	0.33818	0	CG	HDL
387	14	0.506	0.0144	0.248	0.020771	0	CG	HDL
389	12	-0.176	-0.00464	0.253	0.75617	0	CG	HDL
390	23	0.0498	0.00182	0.172	0.3861	0	CG	HDL
397	14	0.115	0.00329	0.265	0.3315	0	CG	HDL
402	20	-0.0268	-0.000912	0.19	0.55609	0	CG	HDL
405	23	-0.0354	-0.00129	0.193	0.57282	0	CG	HDL
417	4	0.119	0.00182	0.549	0.41396	0	CG	HDL
419	28	0.23	0.00928	0.165	0.080968	0	CG	HDL
420	10	-0.093	-0.00224	0.278	0.63086	0	CG	HDL
421	8	-0.554	-0.012	0.28	0.97599	0	CG	HDL
423	22	0.218	0.0078	0.164	0.09221	0	CG	HDL
424	16	0.17	0.00518	0.185	0.17936	0	CG	HDL
431	5	-0.111	-0.00189	0.363	0.62009	0	CG	HDL
451	17	0.0677	0.00213	0.212	0.37449	0	CG	HDL
454	26	0.457	0.0178	0.185	0.0068068	0	CG	HDL
470	4	-0.0695	-0.00106	0.574	0.54817	0	CG	HDL
477	20	-0.105	-0.00359	0.187	0.7131	0	CG	HDL
482	11	0.126	0.00318	0.287	0.33059	0	CG	HDL
486	14	0.276	0.00786	0.216	0.10126	0	CG	HDL
491	16	-0.0795	-0.00242	0.241	0.62933	0	CG	HDL
493	19	0.282	0.00936	0.187	0.066476	0	CG	HDL
28	14	0.0586	0.00167	0.23	0.39962	0	FF	HDL
34	16	0.275	0.0084	0.244	0.12928	0	FF	HDL
50	9	0.19	0.00435	0.288	0.25442	0	FF	HDL
52	15	-0.0631	-0.00186	0.227	0.60933	0	FF	HDL
61	30	0.0506	0.00211	0.178	0.38797	0	FF	HDL
70	14	-0.0884	-0.00252	0.25	0.63796	0	FF	HDL
73	10	0.294	0.00709	0.321	0.18012	0	FF	HDL
82	11	-0.346	-0.00876	0.247	0.9192	0	FF	HDL
84	3	0.426	0.00563	0.479	0.18657	0	FF	HDL
90	6	-0.746	-0.0139	0.399	0.96915	0	FF	HDL
91	25	0.109	0.00415	0.185	0.27821	0	FF	HDL
93	24	-0.155	-0.00577	0.184	0.79987	0	FF	HDL
96	19	0.0634	0.00211	0.206	0.3789	0	FF	HDL
105	2	-0.053	-0.000571	0.774	0.52726	0	FF	HDL
121	9	-0.307	-0.00701	0.306	0.84154	0	FF	HDL
140	8	0.315	0.00679	0.298	0.14533	0	FF	HDL
148	10	0.172	0.00415	0.258	0.25243	0	FF	HDL
152	20	0.0362	0.00123	0.205	0.42991	0	FF	HDL
170	5	-0.0231	-0.000393	0.422	0.52177	0	FF	HDL
174	17	-0.295	-0.00927	0.2	0.93023	0	FF	HDL
180	13	0.31	0.00853	0.255	0.112	0	FF	HDL
201	28	0.0413	0.00167	0.175	0.40671	0	FF	HDL
202	30	-0.0315	-0.00131	0.161	0.57757	0	FF	HDL
206	3	-0.0332	-0.000439	0.628	0.5211	0	FF	HDL
215	32	0.00101	4.37e-05	0.159	0.49746	0	FF	HDL
221	14	0.0226	0.000646	0.258	0.46504	0	FF	HDL
222	19	-0.0917	-0.00305	0.221	0.66092	0	FF	HDL
281	23	-0.109	-0.00397	0.19	0.7158	0	FF	HDL
306	3	-0.207	-0.00274	0.583	0.63883	0	FF	HDL
307	34	0.215	0.00954	0.145	0.069221	0	FF	HDL
312	14	-0.222	-0.00633	0.222	0.84181	0	FF	HDL
317	37	0.033	0.00153	0.152	0.41395	0	FF	HDL
319	25	-0.0902	-0.00344	0.17	0.70202	0	FF	HDL
337	13	-0.149	-0.00409	0.257	0.71847	0	FF	HDL
338	19	-0.157	-0.00521	0.211	0.77183	0	FF	HDL
343	26	0.0684	0.00266	0.189	0.35844	0	FF	HDL
347	17	-0.325	-0.0102	0.24	0.91193	0	FF	HDL
353	28	-0.0422	-0.0017	0.154	0.60821	0	FF	HDL
363	11	0.318	0.00804	0.298	0.14321	0	FF	HDL
369	16	0.285	0.00871	0.212	0.088746	0	FF	HDL
371	23	0.17	0.00622	0.193	0.18951	0	FF	HDL
375	26	0.211	0.0082	0.178	0.11784	0	FF	HDL
392	19	-0.178	-0.00592	0.198	0.81613	0	FF	HDL
403	8	-0.576	-0.0124	0.346	0.9519	0	FF	HDL
407	20	-0.192	-0.00654	0.215	0.81428	0	FF	HDL
419	27	-0.0616	-0.00244	0.164	0.64611	0	FF	HDL
421	25	-0.194	-0.0074	0.172	0.87067	0	FF	HDL
435	14	0.00336	9.59e-05	0.241	0.49444	0	FF	HDL
439	19	0.0604	0.00201	0.19	0.37526	0	FF	HDL
451	23	0.0619	0.00226	0.173	0.36039	0	FF	HDL
468	4	-0.292	-0.00445	0.543	0.70445	0	FF	HDL
474	6	-0.221	-0.00412	0.38	0.71924	0	FF	HDL
476	3	-0.518	-0.00684	0.571	0.8177	0	FF	HDL
477	30	-0.0339	-0.00142	0.165	0.58152	0	FF	HDL
487	7	-0.137	-0.00276	0.39	0.63717	0	FF	HDL
489	15	0.217	0.0064	0.235	0.17883	0	FF	HDL
26	39	0.253	0.0121	0.145	0.040772	0	FF	HDL
2	31	-0.0402	-0.00171	0.151	0.60487	0	CG	LDL
3	13	-0.0611	-0.00168	0.229	0.60537	0	CG	LDL
8	12	-0.536	-0.0142	0.225	0.99131	0	CG	LDL
11	15	0.504	0.0149	0.243	0.019185	0	CG	LDL
13	11	0.218	0.00551	0.25	0.19167	0	CG	LDL
16	10	0.0368	0.000888	0.274	0.44649	0	CG	LDL
19	17	-0.287	-0.00901	0.206	0.91748	0	CG	LDL
23	22	-0.0501	-0.00179	0.16	0.62282	0	CG	LDL
27	16	0.0738	0.00225	0.21	0.36249	0	CG	LDL
30	23	0.0568	0.00208	0.178	0.37505	0	CG	LDL
38	7	-0.37	-0.00747	0.343	0.85959	0	CG	LDL
40	15	-0.0296	-0.000873	0.226	0.5521	0	CG	LDL
42	15	-0.0215	-0.000634	0.224	0.53822	0	CG	LDL
46	12	-0.0704	-0.00186	0.251	0.61035	0	CG	LDL
49	9	0.103	0.00237	0.315	0.37124	0	CG	LDL
61	14	-0.0134	-0.000382	0.287	0.5186	0	CG	LDL
74	6	-0.0559	-0.00105	0.341	0.56512	0	CG	LDL
75	18	-0.00464	-0.00015	0.185	0.51	0	CG	LDL
78	7	-0.132	-0.00265	0.339	0.65119	0	CG	LDL
87	26	0.0156	0.000607	0.16	0.46104	0	CG	LDL
88	26	0.0738	0.00287	0.153	0.31485	0	CG	LDL
89	23	0.143	0.00524	0.159	0.18415	0	CG	LDL
106	20	-0.0654	-0.00223	0.215	0.61943	0	CG	LDL
108	8	-0.000281	-6.07e-06	0.304	0.50037	0	CG	LDL
111	20	-0.104	-0.00356	0.165	0.73606	0	CG	LDL
112	18	-0.14	-0.00453	0.221	0.73676	0	CG	LDL
113	16	-0.177	-0.0054	0.19	0.82376	0	CG	LDL
116	29	-0.0271	-0.00111	0.155	0.56955	0	CG	LDL
117	11	-0.149	-0.00377	0.272	0.70794	0	CG	LDL
118	14	0.0742	0.00212	0.242	0.37936	0	CG	LDL
119	8	-0.374	-0.00807	0.338	0.8658	0	CG	LDL
122	27	-0.00336	-0.000133	0.149	0.509	0	CG	LDL
132	12	0.13	0.00343	0.263	0.31049	0	CG	LDL
134	17	-0.0499	-0.00157	0.21	0.59401	0	CG	LDL
147	9	-0.106	-0.00242	0.344	0.62099	0	CG	LDL
149	4	-0.399	-0.00608	0.454	0.81013	0	CG	LDL
150	3	-0.676	-0.00893	0.688	0.8369	0	CG	LDL
151	11	-0.0784	-0.00198	0.273	0.61293	0	CG	LDL
154	29	-0.0612	-0.00251	0.167	0.64294	0	CG	LDL
158	26	-0.253	-0.00982	0.181	0.91902	0	CG	LDL
171	9	0.131	0.00299	0.326	0.34421	0	CG	LDL
176	20	-0.291	-0.00993	0.183	0.94414	0	CG	LDL
187	22	0.34	0.0122	0.197	0.042548	0	CG	LDL
188	9	-0.566	-0.013	0.312	0.96507	0	CG	LDL
189	25	0.193	0.00737	0.159	0.11231	0	CG	LDL
194	22	-0.117	-0.00418	0.191	0.72924	0	CG	LDL
196	9	0.0961	0.0022	0.334	0.38694	0	CG	LDL
200	9	-0.24	-0.0055	0.258	0.82425	0	CG	LDL
207	20	-0.233	-0.00795	0.182	0.8994	0	CG	LDL
209	25	0.192	0.0073	0.175	0.13695	0	CG	LDL
212	22	0.119	0.00426	0.173	0.24549	0	CG	LDL
213	25	0.0173	0.00066	0.182	0.46205	0	CG	LDL
217	19	-0.336	-0.0112	0.193	0.95917	0	CG	LDL
228	6	0.0241	0.000451	0.301	0.46812	0	CG	LDL
231	18	0.509	0.0165	0.215	0.0090276	0	CG	LDL
234	16	-0.119	-0.00363	0.209	0.71608	0	CG	LDL
237	16	-0.022	-0.00067	0.203	0.54308	0	CG	LDL
239	22	-0.347	-0.0124	0.193	0.96386	0	CG	LDL
240	7	0.0396	0.000799	0.383	0.45879	0	CG	LDL
242	14	-0.0772	-0.0022	0.223	0.63546	0	CG	LDL
249	9	0.0636	0.00145	0.314	0.41984	0	CG	LDL
250	22	0.023	0.000824	0.188	0.45119	0	CG	LDL
251	8	-0.092	-0.00199	0.291	0.62399	0	CG	LDL
257	18	-0.128	-0.00414	0.205	0.73362	0	CG	LDL
259	10	-0.268	-0.00647	0.272	0.83839	0	CG	LDL
262	8	-0.136	-0.00293	0.281	0.68566	0	CG	LDL
268	13	-0.114	-0.00314	0.252	0.6744	0	CG	LDL
270	9	-0.0214	-0.000489	0.242	0.5351	0	CG	LDL
271	25	-0.269	-0.0102	0.205	0.90481	0	CG	LDL
272	11	-0.285	-0.0072	0.302	0.82669	0	CG	LDL
280	27	0.0541	0.00214	0.153	0.36191	0	CG	LDL
282	11	-0.0763	-0.00193	0.233	0.62825	0	CG	LDL
302	6	0.552	0.0103	0.425	0.09698	0	CG	LDL
309	11	-0.132	-0.00335	0.289	0.67627	0	CG	LDL
312	19	-0.316	-0.0105	0.174	0.9654	0	CG	LDL
327	18	0.0157	0.000508	0.213	0.47055	0	CG	LDL
332	16	-0.0221	-0.000673	0.202	0.54338	0	CG	LDL
333	25	0.167	0.00638	0.162	0.15124	0	CG	LDL
334	16	0.129	0.00392	0.215	0.27503	0	CG	LDL
339	12	-0.202	-0.00533	0.244	0.79585	0	CG	LDL
341	11	-0.367	-0.00929	0.25	0.92936	0	CG	LDL
342	24	0.133	0.00497	0.174	0.22223	0	CG	LDL
359	7	0.283	0.00572	0.324	0.19114	0	CG	LDL
368	13	0.31	0.00853	0.292	0.14419	0	CG	LDL
369	11	0.154	0.0039	0.258	0.27542	0	CG	LDL
370	10	-0.418	-0.0101	0.226	0.96805	0	CG	LDL
378	7	0.465	0.00938	0.3	0.060581	0	CG	LDL
